№,"item_name","ingredient_name","dosage_and_unit","pharmaceutical_form","packaging","packaging_qty","company","wholesale_price","sale_price","submitted_at"
5008,LEVEBRAİN,LEVETIRACETAM,1000 mq,Tablet,Blister,50,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",40.21,48.25,29.11.2016
5009,LEVEMİR FLEKSPEN,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Qələm 3 ml,5,"NOVO NORDİSK A/S, Danimarka",100.30,118.08,29.11.2016
5010,LEVEMİR FLEKSPEN,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Qələm 3 ml,5,"NOVO NORDİSK PRODAKŞN SAS, Fransa",100.30,118.08,29.11.2016
5011,LEVEMİR FLEKSPEN,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Qələm 3 ml,10,"NOVO NORDİSK A/S, Danimarka",206.30,236.36,29.11.2016
5012,LEVEMİR FLEKSPEN,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Qələm 3 ml,10,"NOVO NORDİSK PRODAKŞN SAS, Fransa",206.30,236.36,29.11.2016
5013,LEVEMİR PENFİL,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,5,"NOVO NORDİSK A/S, Danimarka",81.56,96.91,29.11.2016
5014,LEVEMİR PENFİL,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,5,"NOVO NORDİSK PRODAKŞN SAS, Fransa",81.56,96.91,29.11.2016
5015,LEVEMİR PENFİL,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,10,"NOVO NORDİSK A/S, Danimarka",168.14,194.01,29.11.2016
5016,LEVEMİR PENFİL,INSULIN DETEMIR,100 IU/ml,İnyeksiya üçün məhlul,Katric 3 ml,10,"NOVO NORDİSK PRODAKŞN SAS, Fransa",168.14,194.01,29.11.2016
5017,LEVİSİTAM,LEVETIRACETAM,250 mq,Tablet,Blister,30,"PHARMA START MMC, Ukrayna",5.13,6.16,12.01.2019
5018,LEVİSİTAM,LEVETIRACETAM,500 mq,Tablet,Blister,30,"PHARMA START MMC, Ukrayna",9.73,11.68,12.01.2019
5019,LEVİTRA,VARDENAFIL,5 mq,Tablet,Blister,1,"BAYER FARMA AG, Almaniya",10.97,13.16,29.11.2016
5020,LEVİTRA,VARDENAFIL,5 mq,Tablet,Blister,4,"BAYER FARMA AG, Almaniya",30.03,36.04,29.11.2016
5021,LEVİTRA,VARDENAFIL,10 mq,Tablet,Blister,1,"BAYER FARMA AG, Almaniya",13.26,15.91,29.11.2016
5022,LEVİTRA,VARDENAFIL,10 mq,Tablet,Blister,4,"BAYER FARMA AG, Almaniya",47.12,56.54,29.11.2016
5023,LEVİTRA,VARDENAFIL,20 mq,Tablet,Blister,1,"BAYER FARMA AG, Almaniya",18.42,22.10,29.11.2016
5024,LEVİTRA,VARDENAFIL,20 mq,Tablet,Blister,4,"BAYER FARMA AG, Almaniya",68.27,81.89,29.11.2016
5025,LEVO-DENK 500,LEVOFLOXACIN,500 mq,Tablet,Blister,10,"ROTTENDORF FARMA GMBH, Almaniya",16.81,20.17,29.11.2016
5026,LEVOFAR,LEVOFLOXACIN,500 mq,Tablet,Blister,5,"FULTON MEDİSİNALİ SPA, İtaliya",8.77,10.52,29.11.2016
5027,LEVOFAR,LEVOFLOXACIN,500 mq,Tablet,Blister,10,"FULTON MEDİSİNALİ SPA, İtaliya",16.81,20.17,29.11.2016
5028,LEVOFLOKSASİN,LEVOFLOXACIN,500 mq,Tablet,Blister,5,"SAN FARMASYUTİKALS LTD, Hindistan",5.61,6.73,18.05.2018
5029,LEVOFLOKSASİN,LEVOFLOXACIN,500 mq,Tablet,Blister,10,"SAN FARMASYUTİKALS LTD, Hindistan",10.47,12.56,18.05.2018
5030,LEVOFLOKSASİN ADİFARM,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"ADİFARM MMC, Bolqarıstan",9.48,11.38,29.11.2016
5031,LEVOFLOKSASİN ADİFARM,LEVOFLOXACIN,500 mq,Tablet,Blister,14,"ADİFARM MMC, Bolqarıstan",18.99,22.79,29.11.2016
5032,LEVOFLOKSASİNO GES,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"BİOMENDİ SA, İspaniya",13.52,16.22,31.07.2018
5033,LEVO-İN,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",13.52,16.22,29.11.2016
5034,LEVOKS,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"KOMBİNO FARM SL, İspaniya",13.52,16.22,29.11.2016
5035,LEVOKSİMED,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",9.48,11.38,18.05.2018
5036,LEVOKSİMED,LEVOFLOXACIN,5 mq/ml,Damcı,Flakon 5 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",9.19,11.03,29.11.2016
5037,LEVOKSİMED,LEVOFLOXACIN,5 mq/ml,Damcı,Flakon 5 ml,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ / İDOL İLAÇ DOLUM SAN VE TİC AŞ,
Türkiyə",9.19,11.03,29.11.2016
5038,LEVOKSİMED,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"MEFAR İLAÇ SAN AŞ, Türkiyə",13.52,16.22,29.11.2016
5039,LEVOKSİNOL 1A,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"SALUTAS FARMA GMBH, Almaniya",15.54,18.65,29.11.2016
5040,LEVOKSİNOL 1A,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"LEK FARMASYUTİKALS DD, Sloveniya",9.48,11.38,18.05.2018
5041,LEVOKSİQRAM,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"İDOL İLAÇ DOLUM SAN VE TİC AŞ, Türkiyə",13.52,16.22,29.11.2016
5042,LEVOMAK 500,LEVOFLOXACIN,500 mq,Tablet,Blister,5,"MAKLEODS FARMASYUTİKALS LTD, Hindistan",5.61,6.73,24.05.2017
5043,LEVOMAK IV,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"AMANTA HELSKEA LTD, Hindistan",11.35,13.62,24.05.2017
5044,LEVOMAKS,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"BİOFARMA İLAÇ SAN VE TİC AŞ, Türkiyə",9.48,11.38,29.11.2016
5045,LEVOMEKOL,CHLORAMPHENICOL + METHYLURACIL,"(7,5 + 40) mq/q",Məlhəm,Tub 40 q,1,"KRASNAYA ZVEZDA KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",1.01,1.21,29.11.2016
5046,LEVOMEKOL,CHLORAMPHENICOL + METHYLURACIL,"(7,5 + 40) mq/q",Məlhəm,Tub 40 q,1,"NİJFARM ASC, Rusiya",1.66,1.99,29.11.2016
5047,LEVOMEKOL,CHLORAMPHENICOL + METHYLURACIL,"(7,5 + 40) mq/q",Məlhəm,Tub 40 q,1,"FARMAK İSC, Ukrayna",1.01,1.21,29.11.2016
5048,LEVOMİSETİN,CHLORAMPHENICOL,250 mq,Tablet,Blister,10,"İRBİT KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ ASC, Rusiya",0.65,0.78,15.07.2017
5049,LEVOMİSETİN,CHLORAMPHENICOL,500 mq,Tablet,Blister,10,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",0.60,0.72,29.11.2016
5050,LEVOMİSETİN,CHLORAMPHENICOL,500 mq,Tablet,Blister,10,"TATXİMFARMPREPARATI ASC, Rusiya",0.60,0.72,29.11.2016
5051,LEVOMİSETİN,CHLORAMPHENICOL,500 mq,Tablet,Blister,10,"İRBİT KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ ASC, Rusiya",0.60,0.72,29.11.2016
5052,LEVOMİSETİN,CHLORAMPHENICOL,500 mq,Tablet,Blister,20,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",1.18,1.42,29.11.2016
5053,LEVOMİSETİN NATRİUM SUKSİNAT,CHLORAMPHENICOL,1000 mq,İnyeksiya məhlulu üçün toz,Flakon,50,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",37.09,44.51,29.11.2016
5054,LEVOMİSETİN-DARNİTSA,CHLORAMPHENICOL,250 mq,Tablet,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.65,0.78,15.07.2017
5055,LEVOMİSETİN-DARNİTSA,CHLORAMPHENICOL,500 mq,Tablet,Blister,10,"DARNİTSA ƏCZAÇILIQ ŞİRKƏTİ ÖSC, Ukrayna",0.60,0.72,29.11.2016
5056,LEVOMİSETİN-DİA,CHLORAMPHENICOL,"2,5 mq/ml",Damcı,Flakon 5 ml,1,"MOLEKULYAR DİAQNOSTİKA İNSTİTUTU DİAFARM QSC, Rusiya",0.43,0.52,29.11.2016
5057,LEVOMİSETİN-DİA,CHLORAMPHENICOL,"2,5 mq/ml",Damcı,Flakon 5 ml,50,"MOLEKULYAR DİAQNOSTİKA İNSTİTUTU DİAFARM QSC, Rusiya",20.40,24.48,29.11.2016
5058,LEVOMİSETİN-DİA,CHLORAMPHENICOL,"2,5 mq/ml",Damcı,Flakon 10 ml,1,"MOLEKULYAR DİAQNOSTİKA İNSTİTUTU DİAFARM QSC, Rusiya",0.84,1.01,29.11.2016
5059,LEVOMİSETİN-DİA,CHLORAMPHENICOL,"2,5 mq/ml",Damcı,Flakon 10 ml,50,"MOLEKULYAR DİAQNOSTİKA İNSTİTUTU DİAFARM QSC, Rusiya",40.15,48.18,29.11.2016
5060,LEVOMİSETİN-KMP,CHLORAMPHENICOL (LEVOMYCETIN),1000 mq,İnyeksiya məhlulu üçün toz,Flakon,40,"KİYEVMEDPREPARAT İSC, Ukrayna",41.96,50.35,29.11.2016
5061,LEVONİDİN,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"NİKO MMC, Ukrayna",7.67,9.20,29.11.2016
5062,LEVOQRİN,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"ALLMED (PVT), Pakistan",13.52,16.22,29.11.2016
5063,LEVORES,LEVOFLOXACIN,500 mq,Tablet,Blister,10,"NOVELL FARMASYUTİKAL LABORATORİES, İndoneziya",11.25,13.50,29.11.2016
5064,LEVORES,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"PT NEVELL FARMASYUTİKALS LABORATORİES, İndoneziya",13.52,16.22,29.11.2016
5065,LEVOSEPT,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"KOOPER SA FARMASYUTİKALS, Yunanıstan",13.52,16.22,29.11.2016
5066,LEVOSETİL,LEVOCETIRIZINE DIHYDROCHLORIDE,5 mq,Tablet,Blister,20,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",4.08,4.90,24.05.2017
5067,LEVOSETİL,LEVOCETIRIZINE DIHYDROCHLORIDE,5 mq,Tablet,Blister,30,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",6.13,7.36,24.05.2017
5068,LEVOSETİL,LEVOCETIRIZINE DIHYDROCHLORIDE,5 mq,Tablet,Blister,40,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",8.17,9.80,24.05.2017
5069,LEVOSETİL,LEVOCETIRIZINE DIHYDROCHLORIDE,5 mq/ml,Damcı,Flakon 20 ml,1,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ, Türkiyə",10.52,12.62,18.05.2018
5070,LEVOSİN,CHLORAMPHENICOL + METHYLURACIL + SULFADIMETHOXINE + TRIMECAINE,(10 + 40 + 40 + 30) mq,Məlhəm,Tub 40 q,1,"NİJFARM ASC, Rusiya",2.21,2.65,29.11.2016
5071,LEVOXELT,CHLORAMPHENICOL + METHYLURACIL,"(7,5 + 40) mq/q",Məlhəm,Tub 30 q,1,"EİM BORŞAQOVSKİY KİMYA-ƏCZAÇILIQ MÜƏSSİSƏSİ İSC, Ukrayna",1.01,1.21,29.11.2016
5072,LEVOXİN,LEVOFLOXACIN,500 mq,Tablet,Blister,7,"ADİFARM MMC, Bolqarıstan",9.48,11.38,29.11.2016
5073,LEVOZİN,LORATADINE,10 mq,Tablet,Blister,10,"EGİS FARMASYUTİKALS PLC, Macarıstan",3.10,3.72,29.11.2016
5074,LEVOZİN,LORATADINE,1 mq/ml,Şərbət,Flakon 120 ml,1,"EGİS FARMASYUTİKALS PLC, Macarıstan",5.04,6.05,29.11.2016
5075,LEVSİN,LEVOFLOXACIN,5 mq/ml,Damcı,Flakon 5 ml,1,"KOOPER SA FARMASYUTİKALS, Yunanıstan",9.19,11.03,29.11.2016
5076,LEVSİN,LEVOFLOXACIN,5 mq/ml,Damcı,Flakon 5 ml,1,"BEMA FARMA GMBH, Almaniya",10.28,12.34,29.11.2016
5077,LEYNER,BORIC ACID,10 mq/q,Məlhəm,Tub 20 q,1,"AZERFARM LTD ŞİRKƏTİ, Azərbaycan",0.92,1.10,09.12.2017
5078,L-FLOKS,LEVOFLOXACIN,250 mq,Tablet,Blister,10,"LUPİN LTD, Hindistan",8.26,9.91,29.11.2016
5079,L-FLOKS,LEVOFLOXACIN HEMIHYDRATE,500 mq,Tablet,Blister,5,"LUPİN LTD, Hindistan",5.72,6.86,29.11.2016
5080,L-FLOKS,LEVOFLOXACIN HEMIHYDRATE,500 mq,Tablet,Blister,10,"LUPİN LTD, Hindistan",11.25,13.50,29.11.2016
5081,L-FLOKSİN,LEVOFLOXACIN HEMIHYDRATE,500 mq,Tablet,Blister,7,"DEVA HOLDİNQ AŞ, Türkiyə",9.48,11.38,29.11.2016
5082,L-FLOKSİN,LEVOFLOXACIN HEMIHYDRATE,750 mq,Tablet,Blister,7,"DEVA HOLDİNQ AŞ, Türkiyə",15.00,18.00,29.11.2016
5083,L-FLOKSİN,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"DEVA HOLDİNQ AŞ, Türkiyə",13.52,16.22,29.11.2016
5084,LİBEKSİN,PRENOXDIAZINE HCL,100 mq,Tablet,Blister,20,"XİNOİN FARMASYUTİKAL VƏ KEMİKAL VORKS KO LTD, Macarıstan",4.40,5.28,29.11.2016
5085,LİBİQRAN,SILDENAFIL,50 mq,Tablet,Blister,1,"DEVA HOLDİNQ AŞ, Türkiyə",5.02,6.02,29.11.2016
5086,LİBİQRAN,SILDENAFIL,50 mq,Tablet,Blister,4,"DEVA HOLDİNQ AŞ, Türkiyə",7.86,9.43,29.11.2016
5087,LİBİQRAN,SILDENAFIL,100 mq,Tablet,Blister,1,"DEVA HOLDİNQ AŞ, Türkiyə",5.02,6.02,29.11.2016
5088,LİBİQRAN,SILDENAFIL,100 mq,Tablet,Blister,4,"DEVA HOLDİNQ AŞ, Türkiyə",7.86,9.43,29.11.2016
5089,LİBRAFUNGİN,FLUCONAZOLE,50 mq,Kapsul,Blister,7,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",4.79,5.75,29.11.2016
5090,LİBRAFUNGİN,FLUCONAZOLE,150 mq,Kapsul,Blister,1,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",2.51,3.01,29.11.2016
5091,LİBRAKSİN,LEVOFLOXACIN,250 mq,Kapsul,Blister,10,"BELMEDPREPARATI RUM, Belarus",9.48,11.38,29.11.2016
5092,LİBRAKSİN,LEVOFLOXACIN,5 mq/ml,İnfuziya üçün məhlul,Flakon 100 ml,1,"BELMEDPREPARATI RUM, Belarus",11.51,13.81,29.11.2016
5093,LİBRASEF,CEFOTAXIME SODIUM,500 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",2.72,3.26,29.11.2016
5094,LİBRASEF,CEFOTAXIME SODIUM,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",3.74,4.49,29.11.2016
5095,LİDAKSİM,CEFOTAXIME SODIUM,1000 mq,İnyeksiya məhlulu üçün toz,Flakon + Ampulda həlledici,1,"ANTİBİOTİÇE SA, Rumıniya",3.74,4.49,29.11.2016
5096,LİDAZA-BİOFARMA,HYALURONIDASE,64 IU,İnyeksiya məhlulu üçün toz,Ampul,10,"BİOFARMA ÖSC, Ukrayna",3.43,4.12,29.11.2016
5097,LİDAZA-M,HYALURONIDASE,64 IU,Toz,Ampul,10,"MİKROGEN EİB FDUM, Rusiya",4.57,5.48,29.11.2016
5098,LİDİNA,KETOTIFEN,"0,25 mq/ml",Damcı,"Flakon 0,5 ml",20,"FARMAŞTULLN GMBH, Almaniya",19.16,22.99,09.12.2017
5099,LİDİNA,KETOTIFEN,"0,25 mq/ml",Damcı,"Flakon 0,5 ml",20,"LABORATORİO EDOL-PRODUTOS FARMACEUTİCOS SA, Portuqaliya",14.93,17.92,09.12.2017
5100,LİDİNA,KETOTIFEN,"0,25 mq/ml",Damcı,"Flakon 0,5 ml",30,"FARMAŞTULLN GMBH, Almaniya",28.61,34.33,09.12.2017
5101,LİDİNA,KETOTIFEN,"0,25 mq/ml",Damcı,"Flakon 0,5 ml",30,"LABORATORİO EDOL-PRODUTOS FARMACEUTİCOS SA, Portuqaliya",22.40,26.88,09.12.2017
5102,LİDOFEN,PHENAZONE + LIDOCAINE HCL,(40 + 10) mq/ml,Qulaq üçün damcı,Flakon 15 ml,1,"ROMFARM KOMPANİ SRL, Rumıniya",7.16,8.59,29.11.2016
5103,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"BİOSİNTEZ ASC, Rusiya",0.87,1.04,29.11.2016
5104,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"BELMEDPREPARATI RUM, Belarus",0.77,0.92,29.11.2016
5105,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,1,"BELMEDPREPARATI RUM, Belarus",0.70,0.84,29.11.2016
5106,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 10 ml,40,"BELMEDPREPARATI RUM, Belarus",18.93,22.72,29.11.2016
5107,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,Damcı,Flakon 5 ml,1,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",0.40,0.48,29.11.2016
5108,LİDOKAİN,LIDOCAINE HCL,20 mq/ml,Damcı,Flakon 5 ml,50,"SİNTEZ DƏRMAN VƏ TİBB VASİTƏLƏRİNİN KURQAN ASC, Rusiya",19.20,23.04,29.11.2016
5109,LİDOKAİN,LIDOCAINE,100 mq/ml,Aerozol,Flakon 38 q,1,"EGİS FARMASYUTİKALS PLC, Macarıstan",5.45,6.54,29.11.2016
5110,LİDOKAİN,LIDOCAINE HCL,100 mq/ml,Sprey,Flakon 50 ml,1,"FLUMED-FARM MMC, Moldova",4.67,5.60,29.11.2016
5111,LİDOKAİN HİDROXLORİD,LIDOCAINE HCL,10 mq/ml,İnyeksiya üçün məhlul,Ampul 5 ml,10,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",1.94,2.33,29.11.2016
5112,LİDOKAİN HİDROXLORİD,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"OKƏİMB BİOSTİMULYATOR MMC, Ukrayna",0.80,0.96,29.11.2016
5113,LİDOKAİN HİDROXLORİD,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"HALİÇFARM SC, Ukrayna",0.80,0.96,29.11.2016
5114,LİDOKAİN HİDROXLORİD,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"BORİSOV DƏRMAN PREPARATLARI MÜƏSSİSƏSİ ASC, Belarus",0.77,0.92,29.11.2016
5115,LİDOKAİN HİDROXLORİD,LIDOCAINE HCL,100 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"OKƏİMB BİOSTİMULYATOR MMC, Ukrayna",1.55,1.86,29.11.2016
5116,LİDOKAİN HİDROXLORİD-NELSON,LIDOCAINE HCL,20 mq/ml,İnyeksiya üçün məhlul,Ampul 2 ml,10,"REYANQ FARMASYUTİKAL KO LTD, Çin",0.77,0.92,29.11.2016
5117,LİKOPİD,GLUCOSEMINYL MURAMILDIPEPTIDE,1 mq,Tablet,Blister,10,"PEPTEK QSC, Rusiya",10.09,12.11,29.11.2016
5118,LİKOPİD,GLUCOSEMINYL MURAMILDIPEPTIDE,10 mq,Tablet,Blister,10,"PEPTEK QSC, Rusiya",41.85,50.22,09.12.2017
5119,LİKSUMİYA,LIXISENATIDE,10 mkq,İnyeksiya üçün məhlul,Şpris,1,"SANOFİ AVENTİS DOYÇLAND GMBH, Almaniya",92.90,109.72,29.11.2016
5120,LİKSUMİYA,LIXISENATIDE,20 mkq,İnyeksiya üçün məhlul,Şpris,1,"SANOFİ AVENTİS DOYÇLAND GMBH, Almaniya",92.27,109.01,29.11.2016
5121,LİKSUMİYA,LIXISENATIDE,20 mkq,İnyeksiya üçün məhlul,Şpris,2,"SANOFİ AVENTİS DOYÇLAND GMBH, Almaniya",178.03,204.98,29.11.2016
5122,LİKSUMİYA,LIXISENATIDE,20 mkq,İnyeksiya üçün məhlul,Şpris,6,"SANOFİ AVENTİS DOYÇLAND GMBH, Almaniya",515.28,579.33,29.11.2016
5123,LİKSUMİYA,LIXISENATIDE,10 mkq + 20 mkq,İnyeksiya üçün məhlul,Şpris,1 + 1,"SANOFİ AVENTİS DOYÇLAND GMBH, Almaniya",189.00,217.16,29.11.2016
5124,LİMENDA,METRONIDAZOLE + MICONAZOLE NITRATE,(750 + 200) mq,Şam,Blister,7,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ / ZENTİVA SAĞLIK ÜRÜNLERİ SAN
VE TİC AŞ, Türkiyə",11.21,13.45,29.11.2016
5125,LİMENDA,METRONIDAZOLE + MICONAZOLE NITRATE,(750 + 200) mq,Şam,Blister,14,"VÖRLD MEDİSİN İLAÇ SAN VE TİC AŞ / ZENTİVA SAĞLIK ÜRÜNLERİ SAN
VE TİC AŞ, Türkiyə",22.24,26.69,29.11.2016
5126,LİMENDA L,METRONIDAZOLE + MICONAZOLE NITRATE + LIDOCAINE HCL,(750 + 200 + 100) mq,Şam,Blister,7,"ZENTİVA SAĞLIK ÜRÜNLERİ SAN VE TİC AŞ, Türkiyə",12.20,14.64,29.11.2016
5127,LİMFOMİOZOT,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,(15 + 15 + 15 + ...) mq,Tablet,Flakon,50,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",8.15,9.78,29.11.2016
5128,LİMFOMİOZOT,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,(15 + 15 + 15 + ...) mq,Tablet,Flakon,100,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",16.33,19.60,29.11.2016
5129,LİMFOMİOZOT,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,(15 + 15 + 15 + ...) mq,Tablet,Flakon,250,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",40.34,48.41,29.11.2016
5130,LİMFOMİOZOT N,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,"(0,55 + 0,55 + 0,55 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",5,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",7.59,9.11,29.11.2016
5131,LİMFOMİOZOT N,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,"(0,55 + 0,55 + 0,55 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",10,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",15.19,18.23,29.11.2016
5132,LİMFOMİOZOT N,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,"(0,55 + 0,55 + 0,55 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",50,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",69.58,83.37,09.12.2017
5133,LİMFOMİOZOT N,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,"(0,55 + 0,55 + 0,55 + ...) mq",İnyeksiya üçün məhlul,"Ampul 1,1 ml",100,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",134.35,156.50,09.12.2017
5134,LİMFOMİOZOT N,NATRIUM SULFURICUM + VERONICA OFFICINALIS + CALCIUM PHOSPHORICUM + ...,"(0,5 + 0,5 + 0,5 + ...) q",Damcı,Flakon 30 ml,1,"BİOLOGİŞE HEİLMİTEL HEL GMBH, Almaniya",9.87,11.84,29.11.2016
5135,LİNDİNET 20,ETHINYLESTRADIOL + GESTODENE,"(0,02 + 0,075) mq",Tablet,Blister,21,"GEDEON RİXTER PLC, Macarıstan",6.54,7.85,29.11.2016
5136,LİNDİNET 20,ETHINYLESTRADIOL + GESTODENE,"(0,02 + 0,075) mq",Tablet,Blister,63,"GEDEON RİXTER PLC, Macarıstan",18.96,22.75,29.11.2016
5137,LİNEKS,BIFIDOBACTERIUM + LACTOBACILLUS ACIDOPHILUS + ENTEROCOCCUS,12 M,Kapsul,Blister / Flakon,16,"LEK DD, Sloveniya",4.96,5.95,29.11.2016
5138,LİNEKS,BIFIDOBACTERIUM + LACTOBACILLUS ACIDOPHILUS + ENTEROCOCCUS,12 M,Kapsul,Blister / Flakon,32,"LEK DD, Sloveniya",9.48,11.38,29.11.2016
5139,LİNEKS BEYBİ,BIFIDOBACTERIUM,1 B CFU,Suspenziya hazırlamaq üçün toz,"Paket 1,5 q",10,"LEK DD, Sloveniya",5.74,6.89,29.11.2016
5140,LİNEKS BEYBİ,BIFIDOBACTERIUM,1 B CFU,Suspenziya hazırlamaq üçün toz,"Paket 1,5 q",20,"LEK DD, Sloveniya",11.45,13.74,29.11.2016
5141,LİNEKS FORTE,BIFIDOBACTERIUM + LACTOBACILLUS ACIDOPHILUS,(1 + 1) B CFU,Kapsul,Blister / Flakon,14,"LEK DD, Sloveniya",6.69,8.03,29.11.2016
5142,LİNEKS FORTE,BIFIDOBACTERIUM + LACTOBACILLUS ACIDOPHILUS,(1 + 1) B CFU,Kapsul,Blister / Flakon,28,"LEK DD, Sloveniya",13.20,15.84,29.11.2016
5143,LİNİZO PLYUS,LISINOPRIL + HYDROCHLOROTHIAZIDE,"(20 + 12,5) mq",Tablet,Blister,20,"ALKALOİD AD-SKOPYE, Makedoniya",5.66,6.79,29.11.2016
